index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,analytical,fear,sadness,anger,confident,tentative,joy
505,austinchapa23,n.a,"san antonio, tx",473,379,8071,2013-08-26 15:16:24,2020-06-22 01:17:56,33,"COVID-19 UPDATE:

We're now at 6882 (+538) cases
4011 active, 2774 recovered

- 334 Travel-related
- 2681 Close-contact (known source)
- 1602 Community-transmitted (no known source)
- 46 Unknown (no valid contact information)
- 2219 Under investigation

1/9 https://t.co/IG5wnKZoTC",[],[],"update:

we're active recovered

 travel-related
 close-contact know source)
 community-transmitted know source)
 unknown valid contact information)
","[{'sentence_id': 0, 'text': 'update:', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ""we're active recovered"", 'tones': []}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': ' travel-related', 'tones': []}, {'sentence_id': 5, 'text': ' close-contact know source)', 'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 6, 'text': ' community-transmitted know source)', 'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 7, 'text': ' unknown valid contact information)', 'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.720783, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
506,MayoMendozaC,"la transformación de méxico es posible. 🙌 nueva cuenta, la otra la perdí.","denver, co",327,67,594,2020-05-16 04:27:14,2020-06-22 02:31:57,1,@DrEricDing @DeniseDresserG We are crying for you with USA registering over 120.000 DEATHS for COVID-19.,[],"['@DrEricDing', '@DeniseDresserG']",cry usa register death,,"[{'score': 0.941164, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
507,jonisdonald,hi,n.a,163,214,4643,2015-08-20 22:16:45,2020-06-23 01:27:28,27511,"Black Lives Matter. 
COVID-19 still exists. 
Arrest the cops who murdered Breonna Taylor. 
Defund the police. 
Fund community org &amp; education.
Find Vanessa Guillén. 
Justice for Oluwatoyin Salau. 
Hold pedophiles &amp; rapists accountable. 

Thanks for coming to my TED talk.",[],[],"black live matter still exist 
arrest cop murder breonna taylor 
defund police 
fund community org amp education.
find vanessa guillén 
justice oluwatoyin salau 
hold pedophile amp rapist accountable 

thanks come ted talk","[{'sentence_id': 0, 'text': 'black live matter still exist ', 'tones': []}, {'sentence_id': 1, 'text': 'arrest cop murder breonna taylor ', 'tones': []}, {'sentence_id': 2, 'text': 'defund police ', 'tones': []}, {'sentence_id': 3, 'text': 'fund community org amp education.', 'tones': []}, {'sentence_id': 4, 'text': 'find vanessa guillén ', 'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': 'justice oluwatoyin salau ', 'tones': [{'score': 0.622945, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 6, 'text': 'hold pedophile amp rapist accountable ', 'tones': [{'score': 0.600355, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 7, 'text': '', 'tones': []}, {'sentence_id': 8, 'text': 'thanks come ted talk', 'tones': []}]",[],,,,,,,
508,DlSTRlCT127,#letjisungsayfuck, 17 she/her,799,677,63408,2017-08-13 03:53:48,2020-06-21 02:33:36,177,“thugs” “kung flu” “chinese virus” “shithole countries” yes the trump family has such a way with words https://t.co/1nxatZ68bo,[],[],“thugs” “kung flu” “chinese virus” “shithole countries” yes trump family way word,,[],,,,,,,
509,thotinganuser,music lover/acab,prob eating ,265,56,4823,2016-04-24 01:20:00,2020-06-23 01:26:49,46188,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
510,Wolfen50,"videogames, anime, sports, twitch, music, and other wonderful things! be kind and have fun!
infp-t banner: @anisajomha","palmdale, ca",360,202,10287,2012-07-01 19:11:14,2020-06-21 04:21:40,323,if the coronavirus is the chinese virus guess obesity and racism is the american virus,[],[],coronavirus chinese virus guess obesity racism american virus,,"[{'score': 0.501485, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
511,blondishlegally,lawyer • #adoptdontshop • gsg • opinions are my dog’s,"dallas, tx",632,250,2539,2017-12-18 01:35:14,2020-06-22 01:21:17,28488,"Kentucky has used Covid-19 as an excuse to slash polling places for Tuesday’s vital primary to defeat #MitchMcConnell. There were 3500+. Now, there are 200. 

Jefferson County, where half the Black voters are, will have 1 polling place for 610,000+ voters.
https://t.co/mTJT1dSVP9",['mitchmcconnell'],[],"kentucky use excuse slash polling place tuesday’s vital primary defeat 

jefferson county half black voter poll place voters.
","[{'sentence_id': 0, 'text': 'kentucky use excuse slash polling place tuesday’s vital primary defeat ', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'jefferson county half black voter poll place voters.', 'tones': []}]",[],,,,,,,
512,ekarafilis,we help small and medium businesses overcome their problems with technology,greece / athens,246,312,4837,2009-07-02 20:22:32,2020-06-22 01:21:19,0,North Korean state hackers reportedly planning COVID-19 phishing campaign targeting 5M across six nations | ZDNet #privacy https://t.co/bVvMc4aGit,['privacy'],[],north korean state hacker reportedly plan phishing campaign target across six nation zdnet,,[],,,,,,,
513,pepper_gone_,god first ~ pro gun~ pro life~ pro military~ pro trump~ pro israel,border patrol 🇺🇸🇮🇱,419,312,4986,2012-05-12 23:17:06,2020-06-20 01:58:56,617,"I’m pretty sure her Corona Virus shit it’s pants and called 911 begging to be removed from her system. 

 https://t.co/GS2RmneARa",[],[],"i’m pretty sure corona virus shit it’s pant call beg removed system 

",,"[{'score': 0.500425, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,1.0,,,
514,nessa_marks,n.a,n.a,746,342,252560,2009-07-14 08:07:28,2020-06-20 03:01:25,46,"Athletes are testing positive left and right for corona virus, but ya’ll want their respective leagues to resume? LMAO, ya okay seems valid.",[],[],athlete test positive left right corona virus ya’ll want respective league resume lmao ya okay seem valid,,"[{'score': 0.6774, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.6821, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1.0,,1.0
515,kerstimarzo,rmt 💉 | med ⚕️,n.a,402,465,1590,2018-11-06 15:58:34,2020-06-22 03:22:20,123,"A team of European researchers has found that people with blood type A had a 45% higher risk of catching coronavirus and developing ""COVID-19 with respiratory failure,"" compared to people with other blood types. https://t.co/V6mYglZw6W https://t.co/930HMUCuEZ",[],[],team european researcher find people blood type high risk catch coronavirus develop respiratory failure compare people blood type,,"[{'score': 0.860738, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
516,skrbelly1,living the dream,n.a,4129,2490,376511,2014-06-01 18:47:29,2020-06-23 01:09:35,12530,"Amid surge in Florida COVID-19 cases, Fla. Gov. DeSantis changed guidelines for ICU reporting.  He doesn't want hospitals to report the number of patients in ICU beds.  He only wants hospitals to report number of patients in ICU beds who require an “intensive level of care.”",[],[],amid surge florida case fla gov desantis change guideline icu report want hospital report number patient icu bed want hospital report number patient icu bed require “intensive level care.”,,"[{'score': 0.663532, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1.0,,
517,quantum1021,好キナモノ、イチゴ 珈琲 花 美人 懐手シテ宇宙見物（torahiko terada）,earth,27,60,42769,2010-01-04 12:39:00,2020-06-21 02:27:37,727,"President Trump used a racist term during his Tulsa rally to refer to coronavirus, which he has previously referred to as the ""Chinese virus"" https://t.co/tdyUBGckdo",[],[],president trump use racist term tulsa rally refer coronavirus previously refer chinese virus,,"[{'score': 0.874319, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
518,ps70ps64,n.a,n.a,2400,895,84645,2009-12-06 00:02:02,2020-06-23 01:26:54,2,"A 100-year-old Indiana woman who has lived through World War II, survived cancer and successfully battled her way back from a bout of pneumonia last year, learned earlier this month that she’s also a survivor of COVID-19.
https://t.co/DYvtcmYcas",[],[],indiana woman live world war ii survive cancer successfully battle way back bout pneumonia last year learn earlier month she’s also survivor,,"[{'score': 0.566121, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
519,ParentSecurity,#parents who want to keep their #children #safe #read #parentsecurity. #teens #kids #schoolshooting #schoolsafety,n.a,43,91,54012,2012-09-13 14:16:45,2020-06-22 01:22:11,0,Dads married to doctors have expanded parenting during COVID-19 | #covid19 | #kids | #childern https://t.co/p3z19SYCGR,"['covid19', 'kids', 'childern']",[],dad marry doctor expand parent,,"[{'score': 0.611313, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,1.0,,,
520,nfeurtado,n.a,n.a,393,118,11338,2009-04-17 19:01:42,2020-06-20 02:04:27,48,Experts say it's society's collective actions rather than the virus itself that may determine whether the virus becomes more or less dangerous. https://t.co/uaIJ34h6yX,[],[],expert say society's collective action rather virus may determine whether virus become less dangerous,,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
521,KLSouth,"i hold all things as ""possible,"" but not ""probable."" you have 30-seconds to rebut yourself. smile for the camera. #conservative #q #maga #thegreatawakening",beirut by the lake.,41145,68486,608216,2009-04-17 17:51:32,2020-06-22 02:33:32,52,"WH official accuses China of sending its citizens abroad to spread COVID-19 

https://t.co/AjKefsLoZz",[],[],"wh official accuses china send citizen abroad spread 

",,[],,,,,,,
522,Sky3_Jord4n,"live in lies. 
die in truth. 

the quieter you become, the more you are able to hear. 

veni, vedi, vici.",earth. population: 7.7 billion,215,42,18603,2017-04-05 01:33:42,2020-06-21 04:11:20,4,"We somehow survived and managed to dodge the worst case covid scenario, we flattened the curve and our healthcase systems aren't risk of collapsing. Can relax a bit now.

But the cibai fucker virus is still out there and that's something we must never forget.",[],[],"somehow survive manage dodge bad case covid scenario flatten curve healthcase system risk collapse relax bit now.

but cibai fucker virus still that's something must never forget","[{'sentence_id': 0, 'text': 'somehow survive manage dodge bad case covid scenario flatten curve healthcase system risk collapse relax bit now.', 'tones': [{'score': 0.518659, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': ""but cibai fucker virus still that's something must never forget"", 'tones': [{'score': 0.752368, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]","[{'score': 0.532094, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.881217, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,1.0,
523,theScarberry,bitchcraft practitioner; chaotic bi; she/her; partner @discord @astrogaming @logitechg @bluemicrophones @gamersupps business thescarberry@gmail.com,southern united states,984,3168,17733,2016-01-15 00:08:01,2020-06-22 02:14:35,1128,"NYC friends: My neighbor passed away due to covid-19 &amp; his two cats are in need of a new, loving home. Suzi (f, 11) &amp; Sammy (m, 8) are healthy, adorable kitties. It would be ideal for them to be adopted together. Please let me know if you're interested, or spread the word https://t.co/rsjTdaU6uX",[],[],nyc friend neighbor pass away due amp two cat need new love home suzi amp sammy healthy adorable kitty would ideal adopt together please let know interested spread word,,"[{'score': 0.683034, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,,,,1.0
524,Yogee_007,justice for employment based green card. visit https://t.co/o42yu2bqxm to know more about @dickdurbin,n.a,255,110,17818,2015-09-28 04:08:47,2020-06-23 01:28:31,86,As we plan for recovery from the COVID-19 crisis let's focus on common sense and fair immigration policies. H-1B workers should be treated with respect and dignity. They generate real innovation and growth  . . . benefiting us all and fueling the U.S. economy.,[],[],plan recovery crisis let's focus common sense fair immigration policy worker treat respect dignity generate real innovation growth benefit fuel u.s economy,,"[{'score': 0.778549, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
525,rarehero,beep boop bop i'm a freethinking bot. tweets are often nonsensical or taken out of context and may be purely for entertainment purposes. $jazzygoof,rareherobotcom,2349,466,27535,2008-02-26 15:55:00,2020-06-21 02:28:11,20,"When the President of the United States uses racist terms like Kung Flu, Chinese Virus, or China Plague, my biggest fear as an Asian American is that it normalizes racism against us and there’s no way for us to fight it. We have very little representation in government and media.",[],[],president united state us racist term like kung flu chinese virus china plague big fear asian american normalizes racism there’s way fight little representation government medium,,"[{'score': 0.552886, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,1.0,,,,,
526,SpookyBoi2127,n.a,united states,381,23,3750,2020-02-17 11:41:59,2020-06-22 01:18:48,7629,"BREAKING UPDATE:  Florida sets another daily record with 4,671 new reported COVID-19 cases.",[],[],break update florida set another daily record new report case,,"[{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
527,freddyatton,"🎉fun human🍿
#libtard | #meanman | #atheist

🎼🎶 musician 🎹🎸🗣🎙️
#piano | #guitar | #bass | #vocals

🇺🇸 team player
#ridenwithbiden | #gojoe | #biden2020",san francisco,63140,58482,196335,2010-09-27 19:40:35,2020-06-22 01:19:27,1179,"I feel the need to repeat again that just this week, a new study found people with “mild” covid symptoms had abnormal lung scans and nobody knows what that will mean because this is a virus unknown to science until six months ago!!!",[],[],feel need repeat week new study find people “mild” covid symptom abnormal lung scan nobody know mean virus unknown science six month ago,,"[{'score': 0.63698, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.775384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
528,sango20,"dreamer, mom. self-appointed troll😅👹🤪 mixing politics n religion a big no no. present govt also a no no. need a leader who serves the nation not his own ego",mumbai india,823,2899,13368,2009-10-02 15:16:40,2020-06-22 03:40:10,0,@kanchandwivedi3 @Swamy39 @RahulGandhi @NAN_DINI_ Ur tweet shld not shock me but it does. How many whatsapps must u hav received frm the BJP/RSS whatsapp factory 2make u believe n utter such garbage ? How many othr Indians must be 'affected' like u by the #LetsChangeHistoryAndFacts virus contaminating India much more than Covid?,['letschangehistoryandfacts'],"['@kanchandwivedi3', '@Swamy39', '@RahulGandhi', '@NAN_DINI_']",ur tweet shld shock many whatsapps must hav receive frm bjp/rss whatsapp factory believe utter garbage many othr indian must affect like virus contaminate india much covid,,"[{'score': 0.679004, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
529,ginachea88,"ccp, you can buy but cannot bribe!",n.a,92,12,509,2009-06-07 00:50:19,2020-06-22 01:39:03,3,This @NBCNews article mentions @Nrg8000's article in The Strategist on the China-India clash. Read the article here ➡️ https://t.co/SohrTGSDE1 https://t.co/K7VhvvqyWC,[],"['@NBCNews', ""@Nrg8000's""]",article mention article strategist china-india clash read article,,[],,,,,,,
530,olivedrowning,i’ll be the mrs kipling to ur ravi,hell❤️,124,70,107,2020-05-17 01:44:17,2020-06-21 03:35:53,0,trump called corona virus the “kung-flu”....FUCK U literally why do people  support him,[],[],trump call corona virus “kung-flu”....fuck literally people support,,[],,,,,,,
531,jrstrain74,"the jury's still out. politics, sports, and music are interests. #resistance",n.a,423,40,1833,2012-01-13 02:39:53,2020-06-22 01:20:36,15101,"Trump was not telling a joke when he said he slowed down testing for COVID-19 to conceal its spread. No sensible person can watch the video and think he was joking. 

The President of the United States killed Americans in an effort to improve his election chances.",[],[],"trump tell joke say slow test conceal spread sensible person watch video think joke 

the president unite state kill american effort improve election chance","[{'sentence_id': 0, 'text': 'trump tell joke say slow test conceal spread sensible person watch video think joke ', 'tones': [{'score': 0.660937, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'the president unite state kill american effort improve election chance', 'tones': [{'score': 0.562159, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]","[{'score': 0.765814, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.865388, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,,1.0,
532,GypsyDaughter3,"i block daily. wear a mask in public or f@&k off.
*a friendly reminder: twitter isn't https://t.co/elrg2bgrys! no dms.",back in the usa,1757,851,94944,2017-01-31 01:10:34,2020-06-22 03:41:06,2410,"Weeks ago, my dad died unexpectedly. It wasn't COVID-19—but due to COVID-19 we couldn't be with him in the hospital in his last hours. Couldn't hug at his funeral. Our grieving for a smart, funny, generous man was curtailed. Today I send love to all the great dads—including mine.",[],[],week ago dad die unexpectedly due hospital last hour hug funeral grieve smart funny generous man curtail today send love great dads—including mine,,"[{'score': 0.554862, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
533,familyunity61,"true australian belief in god and the old australian way of life, supporter of trump and his direct way to tell it as it is needed","fairfield, nsw",4634,5011,144108,2015-04-10 13:54:03,2020-06-21 02:19:03,47,😂😭 @Jim_Jordan whenever @realDonaldTrump called Covid “the Chinese Virus”! https://t.co/bTRTZb6cir,[],"['@Jim_Jordan', '@realDonaldTrump']",whenever call covid “the chinese virus”,,[],,,,,,,
534,devoted2ot7,"it's not a diss intended to diss. rather than criticizing a specific smone, im just expressing my self-confidnce. if it botherd u, that's ur problem.",mots: 7,324,129,14294,2019-04-20 12:43:55,2020-06-23 01:28:02,89,The donation from #BTS and #BigHit will help live performance crew currently out of work due to COVID-19 https://t.co/Vlc7zT4vjP,"['bts', 'bighit']",[],donation help live performance crew currently work due,,[],,,,,,,
535,Mariedo33989203,n.a,n.a,445,86,1997,2016-09-27 01:19:28,2020-06-21 03:33:24,0,@bexmg @Rindy68T Good that some had sense about covid to stay home cause it was a virus steam-bath anyway all the aerosols in the air if any are infected corona rona was on the loose lurking for recipients,[],"['@bexmg', '@Rindy68T']",good sense covid stay home cause virus steam-bath anyway aerosols air infected corona rona loose lurking recipient,,"[{'score': 0.825947, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
536,bri_lyubov,"texas born. 

i have the time to screenshot and post your racism for all to see.

#blacklivesmatter","ames, ia",154,189,11359,2013-07-17 16:04:35,2020-06-21 03:17:18,291,if the coronavirus is the chinese virus guess obesity and racism is the american virus,[],[],coronavirus chinese virus guess obesity racism american virus,,"[{'score': 0.501485, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
537,Mallika44005464,be good and do good,n.a,2,0,1,2020-06-19 10:38:12,2020-06-23 01:27:01,0,@gkd600 Sir pls provide change the examination centre option ......because of Corona virus students are stay their home districts.....it's dificult to reach the old exam centre right time due deficiency of travelling buses... https://t.co/wm8tTYn1nS,[],['@gkd600'],sir pls provide change examination centre option corona virus student stay home districts.....it's dificult reach old exam centre right time due deficiency travel bus,,[],,,,,,,
538,Global_NYer,n.a,n.a,393,86,2220,2009-03-14 00:44:36,2020-06-22 03:19:36,1172,"A cluster of mysterious deaths, some involving infants and children, is under scrutiny amid questions of whether the novel coronavirus lurked in California months before it was first detected. https://t.co/nYZ8ayT9fx",[],[],cluster mysterious death involve infant child scrutiny amid question whether novel coronavirus lurk california month first detect,,"[{'score': 0.834759, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
539,bs_knock,no more bs. you're an adult. own your own decisions. #trump2020,n.a,29,4,24,2020-06-20 14:15:24,2020-06-21 03:23:20,7,I am so sick and tired of herring about Corona virus! Not a word about it during so called protests but god forbid president trump have a rally and that’s all Fox and every other fake news channels are talking about un Fxxking believable!!!🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸Trump 20/20🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,[],[],sick tire herring corona virus word call protest god forbid president trump rally that’s fox every fake news channel talk un fxxking believable!!!trump,,"[{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1.0,,
540,Hannah_leee_,fl | 19,n.a,176,79,7858,2014-12-30 18:52:20,2020-06-22 02:34:25,3043,Ngl COVID-19 bout to choke slam the fck out of Florida.,[],[],ngl bout choke slam fck florida,,[],,,,,,,
541,garyd552,over the hill rock musician.,n.a,4992,3860,194161,2012-05-07 03:14:57,2020-06-21 04:22:21,10693,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
542,AlingalingaB,"student @mountkenyauni fan of rhumba music, @arsenal @afcleopards never mind about what i say!!!!","nairobi, kenya",1029,5665,64581,2017-02-17 10:42:12,2020-06-22 03:42:12,4,"#Magazetini
Kenya Covid-19 cases rise to 4,738 after 260 more test positive yesterday.
#zinga @dailynation @KbcRadioTaifa","['magazetini', 'zinga']","['@dailynation', '@KbcRadioTaifa']","
kenya case rise test positive yesterday.
",,"[{'score': 0.691663, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.955584, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,1.0
543,catonglue,"conservative; winner of the credulous boomer rube spelling bee
.
if you are going to run with the big dogs, you have to learn to piss in the tall weeds.
.",hyperspace,40,430,52545,2012-03-20 01:47:06,2020-06-20 02:03:25,191,@SidneyPowell1 @GovAbbott @realDonaldTrump @DallasGOP @JudgeClayJ @DallasCountyHe1 @DallasCounty @molmccann @market_raven @GOPbuzz1 I live in a blue state with mandatory masks and guess what—- I STILL GOT COVID. They do NOT work and I feel it made me more vulnerable to the virus by lowering my immune system. It is not healthy breathing in your CO2. This is government control and nothing less.,[],"['@SidneyPowell1', '@GovAbbott', '@realDonaldTrump', '@DallasGOP', '@JudgeClayJ', '@DallasCountyHe1', '@DallasCounty', '@molmccann', '@market_raven', '@GOPbuzz1']",live blue state mandatory mask guess what— still get covid work feel make vulnerable virus lower immune system healthy breathing government control nothing less,,"[{'score': 0.741891, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
544,sakuzmum,n.a,canada,1373,647,100548,2009-03-14 18:19:27,2020-06-21 03:20:08,873,"of epic failure. No American has ever failed this country worse than you. None. Your incompetence, ignorance, ineptitude and old fashioned stupidity have caused economic collapse and made the US the epicenter of Corona virus death and suffering. You have shattered American",[],[],epic failure american ever fail country worse none incompetence ignorance ineptitude old fashion stupidity cause economic collapse make epicenter corona virus death suffering shatter american,,"[{'score': 0.805321, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
545,SlapMyDinosaur,another year closer to my dreams.,"atl, georgia ",1990,2627,272212,2011-10-20 22:49:00,2020-06-22 03:22:30,3432,Ngl COVID-19 bout to choke slam the fck out of Florida.,[],[],ngl bout choke slam fck florida,,[],,,,,,,
546,LWTrebellion,ǝɹǝɥ ɯoɹɟ pooƃ ʎʇʇǝɹd ǝɹɐ sƃuıɥʇ #voteblue 🌊 • #1 jake gyllenhaal stan #1 taylor swift stan taylor swift is the music industry | skam | atw |#imwithkaep,pa / london / oslo / fecktopia,16528,16782,162504,2012-07-29 23:43:06,2020-06-23 01:27:24,45972,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,,1.0,
547,girirajesh119,pvt.service,"shahdara, delhi",311,917,17539,2014-12-01 08:36:59,2020-06-22 02:12:25,15,"Ensuring mental health of elderly during COVID-19.

#coronavirus #IndiaFightsCorona

Via- @mygovindia https://t.co/0vDQGrBHGA","['coronavirus', 'indiafightscorona']",['@mygovindia'],"ensure mental health elderly 

via","[{'sentence_id': 0, 'text': 'ensure mental health elderly ', 'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'via', 'tones': []}]","[{'score': 0.857009, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
548,art24weeks,artist ✨ arts pro ✨advocate,n.a,1904,699,3003,2014-07-08 19:13:42,2020-06-22 01:17:40,2,"What do your Cultural Organizations need to fully recover? Fill out @masscultural's #Covid19 Recovery Survey to help the state agency advocate for the financial, human, intellectual &amp; social capital our cultural community needs
https://t.co/DiV7CkWU5f",['covid19'],"[""@masscultural's""]","cultural organization need fully recover fill recovery survey help state agency advocate financial human intellectual amp social capital cultural community needs
",,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
549,djabronx,n.a,n.a,92,22,31219,2017-06-04 20:49:25,2020-06-21 03:38:02,197,"Yeah, people keep effing up predictions about particular events having a discernible impact on virus spread. It's not because spread isn't happening at them (it probably is) but because of the scale. It's a big country with lots of COVID, so hard to see impact of any one thing. https://t.co/kjBnIz7Qa1",[],[],yeah people keep eff prediction particular event discernible impact virus spread spread happen probably scale big country lot covid hard see impact one thing,,"[{'score': 0.501785, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.570071, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
550,OperatorMaid,"mountain elf, cigarette smoker and motorola fangirl. 
certified bad opinion haver, aspiring space shuttle thief, and purveyor of non-evidence based medicine.",𓂀,389,1793,14127,2017-07-29 04:20:42,2020-06-22 02:14:15,0,"@MidniteAlice No, I mean...
They haven't been talking new appointments for months. Because COVID-19... https://t.co/2MSzYAtOiJ",[],['@MidniteAlice'],"mean...
they talk new appointment month","[{'sentence_id': 0, 'text': 'mean...', 'tones': [{'score': 0.997482, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'they talk new appointment month', 'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.98445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
